timestamp,pm10,pm25,pm25_avg_15,pm25_avg_60,pm100,windspeed_x,winddir_x,windspeed_y,winddir_y
2024-01-10 22:00:00,2.5373333333333337,0.5116666666666666,1.3431666666666666,2.3116666666666665,5.358333333333333,21.7,143.0,21.7,143.0
2024-01-10 23:00:00,1.6401666666666666,-0.1343333333333333,0.3026666666666667,0.1495,4.059333333333333,10.3,164.0,10.3,164.0
2024-01-11 00:00:00,1.8293333333333333,0.0814999999999999,0.5173333333333333,0.116,4.506833333333334,11.3,157.0,11.3,157.0
2024-01-11 01:00:00,3.623166666666666,1.3133333333333332,1.5738333333333334,0.6081666666666667,7.1080000000000005,48.6,319.0,48.6,319.0
2024-01-11 02:00:00,5.98,2.990666666666667,3.7365,2.5166666666666666,10.7345,23.8,310.0,23.8,310.0
2024-01-11 03:00:00,5.5858333333333325,2.7665,3.88,3.609333333333333,10.297666666666666,31.2,309.0,31.2,309.0
2024-01-11 04:00:00,3.417666666666667,1.086833333333333,1.4933333333333332,1.4681666666666666,6.671,22.5,310.0,22.5,310.0
2024-01-11 05:00:00,8.775333333333332,5.100333333333333,5.669666666666667,3.188333333333333,15.252833333333331,20.5,309.0,20.5,309.0
2024-01-11 06:00:00,12.969666666666663,8.078333333333333,9.113666666666669,7.095166666666667,21.492833333333333,9.6,300.0,9.6,300.0
2024-01-11 07:00:00,15.693,10.173333333333334,11.577666666666666,9.7395,26.141,7.8,347.0,7.8,347.0
2024-01-11 08:00:00,15.173333333333334,10.2825,12.977833333333333,11.1635,26.721833333333333,0.4,360.0,0.4,360.0
2024-01-11 09:00:00,0.0003333333333333,-1.7571666666666668,-0.8863333333333333,3.8911666666666656,0.0846666666666666,9.4,330.0,9.4,330.0
2024-01-11 10:00:00,0.0026666666666666,-1.768333333333333,-1.5423333333333331,-1.7029999999999998,0.0996666666666666,9.9,65.0,9.9,65.0
2024-01-11 11:00:00,0.0088333333333333,-1.708,-1.4988333333333337,-1.6941666666666666,0.2413333333333333,14.7,142.0,14.7,142.0
2024-01-11 12:00:00,0.0331666666666666,-1.5821666666666665,-1.341,-1.5685,0.5446666666666666,5.7,207.0,5.7,207.0
2024-01-11 13:00:00,0.2466666666666666,-1.4241666666666668,-1.1705,-1.4220000000000002,0.9028333333333334,0.6,360.0,0.6,360.0
2024-01-11 14:00:00,0.7711666666666666,-0.8718333333333333,-0.6406666666666666,-1.2055,2.1771666666666665,6.0,334.0,6.0,334.0
2024-01-11 15:00:00,0.5238333333333334,-1.203,-0.8653333333333334,-0.8544999999999999,1.4891666666666663,6.0,320.0,6.0,320.0
2024-01-11 16:00:00,0.5398333333333334,-1.207833333333333,-0.8515,-1.031,1.4178333333333333,11.4,330.0,11.4,330.0
2024-01-11 17:00:00,0.5013333333333333,-1.1845,-0.9786666666666668,-1.2513333333333334,1.4538333333333333,5.7,312.0,5.7,312.0
2024-01-11 18:00:00,0.6679999999999999,-1.1346666666666667,-0.791,-1.005,1.5675,0.3,360.0,0.3,360.0
2024-01-11 19:00:00,0.651,-1.151166666666667,-0.8260000000000001,-1.0306666666666666,1.466,0.2,0.0,0.2,0.0
2024-01-11 20:00:00,0.6234999999999999,-1.1843333333333337,-0.909,-1.146,1.3305,0.4,357.0,0.4,357.0
2024-01-11 21:00:00,1.033,-0.892,-0.5815,-0.9313333333333332,1.965,5.3,27.0,5.3,27.0
2024-01-11 22:00:00,1.4603333333333337,-0.6425,-0.3273333333333333,-0.6931666666666667,2.4251666666666667,5.3,46.0,5.3,46.0
