name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
fresno,2023-10-01T00:00:00,15.6,15.6,10,69.18,0,0,,0,0,16.6,14.2,329,1008.8,86.3,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T01:00:00,14.3,14.3,9.9,75.29,0,0,,0,0,14.8,9.2,329,1009,87.1,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T02:00:00,14.3,14.3,10,75.41,0,0,,0,0,13,5.5,342,1009.2,87.3,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T03:00:00,14.2,14.2,10,75.6,0,0,,0,0,11.2,0.3,3,1009.2,86.3,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T04:00:00,14.2,14.2,10,75.65,0,0,,0,0,9.4,0.2,5,1009.3,52.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T05:00:00,13.3,13.3,10,80.34,0,0,,0,0,7.6,5.1,282,1009.6,52.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T06:00:00,13.4,13.4,10.1,80.29,0,0,,0,0,9.4,5.3,256,1009.9,52.5,16,2,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T07:00:00,13.4,13.4,10,80.32,0,0,,0,0,7.6,0,0,1010.4,52.2,16,70,0.3,1,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T08:00:00,13.9,13.9,10.7,81,0,0,,0,0,7.6,5.1,78,1011.3,52.2,16,181,0.7,2,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T09:00:00,15.1,15.1,10.1,71.97,0,0,,0,0,9.4,10.9,159,1011.9,52.5,16,391,1.4,4,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T10:00:00,16.7,16.7,10.7,67.56,0,0,,0,0,9.4,10.8,128,1012.3,52.2,16,457,1.6,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T11:00:00,17.9,17.9,11.2,64.83,0,0,,0,0,9.4,12.6,184,1012.3,87.1,16,608,2.2,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T12:00:00,19.4,19.4,11.2,59.17,0,0,,0,0,11.2,3.2,134,1012.1,88.9,16,650,2.3,7,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T13:00:00,20.1,20.1,11.2,56.6,0,0,,0,0,14.8,7.7,222,1012,87.8,16,460,1.7,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T14:00:00,21.2,21.2,10.7,51.14,0,0,,0,0,16.6,5.5,212,1011.3,88.9,16,530,1.9,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T15:00:00,22.9,22.9,10.1,44.27,0,0,,0,0,16.6,9.3,280,1011.2,49.3,16,640,2.3,6,10,Partially cloudy,partly-cloudy-day,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-01T16:00:00,23.4,23.4,9.4,41.15,0,0,,0,0,16.6,9.4,327,1010.8,87.1,16,309,1.1,3,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T17:00:00,23.3,23.3,9.4,41.19,0,0,,0,0,14.8,9.3,254,1011,86.3,16,98,0.4,1,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T18:00:00,22.2,22.2,10,46.05,0,0,,0,0,13,12.7,270,1011.4,86.3,16,30,0.1,0,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T19:00:00,21.1,21.1,10,49.22,0,0,,0,0,9.4,12.6,299,1011.8,86.3,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T20:00:00,21,21,10.7,51.62,0,0,,0,0,9.4,9.2,289,1012.3,85.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T21:00:00,19.8,19.8,10.6,55.33,0,0,,0,0,9.4,5.4,282,1012.5,84.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T22:00:00,19.7,19.7,10.6,55.61,0,0,,0,0,9.4,0.4,352,1012.9,85.9,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-01T23:00:00,19.1,19.1,10.6,57.86,0,0,,0,0,11.2,7.4,291,1013.3,95.8,16,0,0,0,10,Overcast,cloudy,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T00:00:00,19.1,19.1,11.1,59.59,0,0,,0,0,11.2,7.5,300,1013.3,85.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T01:00:00,18.6,18.6,11.1,61.55,0,0,,0,0,11.2,9.4,290,1013.3,85.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T02:00:00,18.1,18.1,9.9,58.9,0,0,,0,0,11.2,15.9,310,1013.8,87.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T03:00:00,17.6,17.6,9.9,60.74,0,0,,0,0,9.4,7.3,338,1013.9,97.6,16,0,0,0,10,Overcast,cloudy,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T04:00:00,17,17,10.6,65.91,0,0,,0,0,9.4,5.5,319,1013.7,97.9,16,0,0,0,10,Overcast,cloudy,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T05:00:00,16.9,16.9,9.9,63.2,0,0,,0,0,9.4,5.5,318,1013.8,87.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T06:00:00,16.4,16.4,9.9,65.17,0,0,,0,0,9.4,5.3,320,1014.3,87.1,16,2,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T07:00:00,16.4,16.4,9.9,65.22,0,0,,0,0,9.4,0.4,353,1014.6,85.5,15.8,48,0.2,0,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T08:00:00,16.6,16.6,9.9,64.86,0,0,,0,0,9.4,0.2,355,1015.3,87,15.9,226,0.8,2,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T09:00:00,17.2,17.2,10,62.38,0,0,,0,0,7.6,0.2,358,1015.7,48.5,15.9,387,1.4,4,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T10:00:00,19.4,19.4,10.6,56.8,0,0,,0,0,9.4,0.2,356,1016.1,48.5,16,482,1.7,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T11:00:00,21.2,21.2,11,52.21,0,0,,0,0,13,0.5,357,1016.4,86.3,16,592,2.1,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T12:00:00,22.9,22.9,10.6,45.64,0,0,,0,0,16.6,0.5,357,1016.1,48.5,16,660,2.4,7,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T13:00:00,23.4,23.4,10,42.46,0,0,,0,0,18.4,9.3,272,1016.1,48.5,16,670,2.4,7,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T14:00:00,25,25,8.8,35.83,0,0,,0,0,18.4,9.2,261,1015.7,85.5,16,620,2.2,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T15:00:00,25.7,25.7,8.3,33.23,0,0,,0,0,20.5,11,320,1015.5,85.5,16,474,1.7,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T16:00:00,25.7,25.7,7.8,32.11,0,0,,0,0,22.3,7.7,262,1015,85.5,16,315,1.1,3,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T17:00:00,25.7,25.7,7.8,32.11,0,0,,0,0,22.3,14.6,310,1014.8,48.5,16,143,0.5,1,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T18:00:00,25,25,7.8,33.43,0,0,,0,0,20.5,14.5,300,1014.7,48.9,16,23,0.1,0,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T19:00:00,23.8,23.8,7.2,34.63,0,0,,0,0,14.8,12.8,301,1014.7,85.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T20:00:00,22.7,22.7,7.8,38.54,0,0,,0,0,13,9.2,292,1015,27.7,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T21:00:00,21.5,21.5,7.8,41.38,0,0,,0,0,13,9.3,290,1015.3,26.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T22:00:00,20.9,20.9,8.3,44.28,0,0,,0,0,14.8,0.3,357,1015.6,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-02T23:00:00,20.4,20.4,8.3,45.62,0,0,,0,0,16.6,0.2,357,1016,25.9,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T00:00:00,19.1,19.1,8.3,49.41,0,0,,0,0,14.8,5.6,250,1016.3,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T01:00:00,18.1,18.1,8.7,54.18,0,0,,0,0,13,5.4,279,1016.4,47.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T02:00:00,17,17,8.7,58.16,0,0,,0,0,11.2,5.2,96,1016.2,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T03:00:00,16.9,16.9,9.2,60.29,0,0,,0,0,11.2,5.4,155,1016.1,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T04:00:00,15.5,15.5,10.9,74.1,0,0,,0,0,9.4,7.4,114,1016.1,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T05:00:00,15.9,15.9,10.4,69.88,0,0,,0,0,9.4,5.4,119,1016.2,47.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T06:00:00,15.5,15.5,10.5,72.18,0,0,,0,0,9.4,5.3,55,1016,47.5,16,2,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T07:00:00,15.9,15.9,10.4,69.9,0,0,,0,0,7.6,9.3,101,1016.4,25.9,16,67,0.2,1,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T08:00:00,16.1,16.1,11,71.8,0,0,,0,0,7.6,9.2,124,1016.9,26.5,16,229,0.8,2,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T09:00:00,18.4,18.4,11,62.15,0,0,,0,0,7.6,12.6,138,1017.1,0.6,15.9,395,1.4,4,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T10:00:00,20.7,20.7,11.1,54.04,0,0,,0,0,9.4,16.1,120,1016.9,0,16,529,1.9,5,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T11:00:00,22.9,22.9,11.1,47.28,0,0,,0,0,9.4,16.1,150,1016.5,0,16,617,2.2,6,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T12:00:00,23.9,23.9,9.3,39.55,0,0,,0,0,11.2,5.4,190,1016.1,0,16,653,2.4,7,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T13:00:00,25.1,25.1,8.3,34.47,0,0,,0,0,13,5.3,138,1015.5,25.9,16,637,2.3,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T14:00:00,26.8,26.2,6.7,28.03,0,0,,0,0,13,0.3,0,1014.4,25.9,16,576,2.1,6,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T15:00:00,27.3,26.5,6.7,27.15,0,0,,0,0,16.6,7.8,38,1013.7,25.9,16,460,1.7,5,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T16:00:00,27.9,26.9,6.7,26.22,0,0,,0,0,14.8,0.4,356,1013,25.9,16,410,1.5,4,10,Partially cloudy,partly-cloudy-day,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-03T17:00:00,27.9,26.9,6.7,26.24,0,0,,0,0,14.8,0.5,359,1012.5,25.9,16,232,0.8,2,10,Partially cloudy,partly-cloudy-day,"KMAE,74504693242,74702023110,KNLC,E7937,KFAT,72389093193"
fresno,2023-10-03T18:00:00,27.2,26.5,6.7,27.25,0,0,,0,0,13,0.5,1,1012,25.9,16,21,0.1,0,10,Partially cloudy,partly-cloudy-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T19:00:00,26.6,26.6,6.8,28.4,0,0,,0,0,9.4,0.2,4,1011.9,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T20:00:00,25.5,25.5,7.2,31.32,0,0,,0,0,9.4,0,0,1012.3,0,16,1,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T21:00:00,24.1,24.1,7.8,35.33,0,0,,0,0,9.4,0,0,1012.6,25.9,15.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T22:00:00,22.1,22.1,8.8,42.82,0,0,,0,0,9.4,0.2,355,1013.1,0,16,0,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-03T23:00:00,20.5,20.5,10,50.85,0,0,,0,0,9.4,0.3,356,1013.4,0,16,1,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T00:00:00,19.8,19.8,9.3,50.76,0,0,,0,0,9.4,5.3,114,1013.7,47.5,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T01:00:00,19.2,19.2,9.9,54.95,0,0,,0,0,9.4,5.1,97,1013.5,25.9,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T02:00:00,18.2,18.2,9.3,56.23,0,0,,0,0,9.4,5.2,163,1013.9,25.9,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T03:00:00,17.7,17.7,9.9,60.36,0,0,,0,0,7.6,0.1,357,1013.7,25.9,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T04:00:00,17.1,17.1,9.9,62.65,0,0,,0,0,7.6,5.3,50,1013.8,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T05:00:00,17,17,8.7,58.44,0,0,,0,0,5.4,5.3,74,1013.9,25.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T06:00:00,16.4,16.4,8.8,60.45,0,0,,0,0,7.6,0.2,354,1014.2,25.9,16,1,0,0,10,Partially cloudy,partly-cloudy-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T07:00:00,16.9,16.9,9.2,60.35,0,0,,0,0,7.6,5.3,113,1014.6,0,16,70,0.3,1,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T08:00:00,17.1,17.1,9.9,62.65,0,0,,0,0,7.6,5.2,104,1015.2,0,15.8,230,0.8,2,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T09:00:00,18.9,18.9,10,56,0,0,,0,0,7.6,5.4,118,1015.7,0,16,396,1.4,4,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T10:00:00,22.3,22.3,9.4,43.84,0,0,,0,0,7.6,9,165,1016,0,16,529,1.9,5,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T11:00:00,24.4,24.4,10,40.11,0,0,,0,0,9.4,5.4,158,1015.9,0,16,617,2.2,6,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T12:00:00,26.8,26.4,9.4,33.54,0,0,,0,0,11.2,5.2,138,1015.5,0,16,652,2.3,7,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T13:00:00,28.4,27.4,9.4,30.5,0,0,,0,0,13,5.4,146,1014.8,0,16,640,2.3,6,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T14:00:00,29.4,28.2,9.4,28.69,0,0,,0,0,14.8,0.3,354,1014,0,16,577,2.1,6,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T15:00:00,31.2,29.5,8.4,24.3,0,0,,0,0,14.8,11,250,1013.3,0,16,464,1.7,5,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T16:00:00,31.7,29.8,7.3,21.91,0,0,,0,0,16.6,14.1,255,1013,0,16,314,1.1,3,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T17:00:00,31.2,29.5,8.4,24.3,0,0,,0,0,16.6,9.3,259,1012.6,0,16,143,0.5,1,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T18:00:00,30.7,29.1,9.4,26.71,0,0,,0,0,14.8,9.3,292,1012.5,0,16,19,0.1,0,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T19:00:00,28.3,27.5,11.1,34.52,0,0,,0,0,11.2,9.3,311,1012.9,0,16,0,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T20:00:00,26.5,26.5,10.7,36.96,0,0,,0,0,9.4,7.6,291,1013.3,0,16,0,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T21:00:00,25.5,25.5,12.2,43.56,0,0,,0,0,11.2,5.5,311,1013.9,0,16,0,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T22:00:00,24.8,24.8,11.7,43.85,0,0,,0,0,13,9.4,7,1014.3,0,16,1,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-04T23:00:00,23.2,23.2,11.1,46.64,0,0,,0,0,13,7.7,330,1014.5,0,16,1,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T00:00:00,23.2,23.2,10.6,45.16,0,0,,0,0,13,0.4,359,1014.7,0,16,1,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T01:00:00,21.5,21.5,11.1,51.43,0,0,,0,0,11.2,0.2,356,1014.8,0,16,1,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T02:00:00,20.4,20.4,11.1,54.95,0,0,,0,0,11.2,0.3,350,1015.1,0,16,1,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T03:00:00,19.8,19.8,11.1,57.29,0,0,,0,0,9.4,0.3,357,1015.3,0,16,1,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T04:00:00,18.2,18.2,11.1,63.16,0,0,,0,0,9.4,5.3,18,1015.5,0,15.9,0,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T05:00:00,18.7,18.7,11.1,61.22,0,0,,0,0,7.6,0,0,1015.7,0,16,0,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T06:00:00,17.7,17.7,11,65,0,0,,0,0,7.6,0.3,360,1016.1,0,16,2,0,0,10,Clear,clear-night,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T07:00:00,17,17,10.5,65.61,0,0,,0,0,7.6,7.3,56,1016.3,0,16,68,0.2,1,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T08:00:00,19.2,19.2,10.6,57.34,0,0,,0,0,7.6,0,0,1016.9,0,15.9,230,0.8,2,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T09:00:00,22.8,22.8,11.1,47.61,0,0,,0,0,7.6,10.7,123,1017.4,0,15.9,394,1.4,4,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T10:00:00,25,25,10.7,40.4,0,0,,0,0,9.4,8.9,146,1017.6,0,16,584,2.1,6,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T11:00:00,27.3,26.8,10.7,35.39,0,0,,0,0,9.4,7.3,131,1017.3,0,16,625,2.3,6,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T12:00:00,28.9,28,11.2,33.27,0,0,,0,0,13,7.5,190,1016.9,0,16,663,2.4,7,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T13:00:00,30.1,28.9,11.2,31.16,0,0,,0,0,14.8,0.3,3,1016.3,0,16,644,2.3,6,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T14:00:00,31.8,30.4,11.2,28.29,0,0,,0,0,14.8,9.3,242,1015.3,0,16,576,2.1,6,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T15:00:00,32.9,31.3,10.7,25.7,0,0,,0,0,16.6,0.3,1,1014.7,0,16,465,1.7,5,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T16:00:00,33.4,31.8,10.7,25.03,0,0,,0,0,16.6,1.2,70,1014.1,0,16,310,1.1,3,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T17:00:00,33.4,31.6,9.4,22.94,0,0,,0,0,18.4,7.7,320,1014,0,16,136,0.5,1,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
fresno,2023-10-05T18:00:00,32.8,31.2,10,24.7,0,0,,0,0,16.6,7.6,301,1013.9,0,16,15,0.1,0,10,Clear,clear-day,"CI080,KMAE,74504693242,74702023110,KNLC,KFAT,72389093193"
